,resto_age,thumbnail,address,resto_name,sectors,location_x,location_y,phone_number,menu1,menu2,video_info_tag,video_title,video_id
0,,,서울 강남구 논현로164길 30,호남식당,,127.030627574445,37.5228893473181,,,,"['서울 횟집 맛집', '서울 선어회 맛집', '가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '강남 맛집', '압구정', '압구정 노포', '압구정역 맛집', '청담 맛집', '압구정 로데오', '압구정 로데오 맛집', '삼겹살', '백반', '백반 맛집', '묵은지 돼지찜']",(실제 간판) 영감님들끼리도 안 알려주는 동네 찐맛집,iJSdFsDrQrk
1,,,서울 광진구 동일로24길 18-1,이신돈해물삼합,,127.066188006511,37.5437216802765,,,,"['서울맛집', '서울 맛집', '서울먹방', '먹방데이트', '서울노포', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '술먹방', '가성비 맛집', '가심비 맛집', '갓성비 맛집', '서울 가성비', '광진구 맛집', '건대 맛집', '건대입구 맛집', '건대입구역 맛집', '화양동', '화양동 맛집']",아니 이 재료를 이 가격에!? 밑반찬부터 작살나는 오지는 식당,c7ExJuB8__8
2,,,서울 중구 퇴계로74길 6 1층,개나리회관,,127.014727982024,37.5649206886361,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '해산물 코스', '오마카세', '수산물 오마카세', '잠실 맛집', '신당맛집', '중구맛집', '신당역 맛집', '투뿔한우', '투뿔코스', '살치살', '갈빗살', '북해도산우니', '우니 맛집', '해산물 맛집', '된장죽', '차돌박이', 'BMS9등급']",역대급 퀄리티의 코스요리! 가성비 미친 구성의 살발한 식당,EItWrB9rNBE
3,,,서울 송파구 석촌호수로12길 29,벼락가우리,,127.083146444974,37.5085867503956,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '해산물 코스', '한국횟집', '오마카세', '수산물 오마카세', '잠실 맛집', '잠실새내역 맛집', '잠실 노포', '송파맛집', '송파구 맛집', '송파 맛집', '신천 맛집']",술안주가 끝도 없이 밀려나오는 미친 술집,R7vcGqH6H68
4,,,서울 종로구 새문안로5길 11,화목순대국,,126.974726578327,37.5711948777558,,,,"['노포식당', '노포래퍼', '노포 맛집', '노포집', '노포 식당', '서울맛집', '서울 맛집', '서울먹방', '먹방데이트', '서울노포', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '술먹방', '가심비 맛집', '서울 가성비', '국밥', '국밥충', '화목순대국', '성시경 맛집', '먹을텐테', '성시경 국밥', '유재석 국밥', '유재석', '광화문 맛집', '여의도 맛집', '맥주', '광화문역 맛집', '종로구', '종로 맛집']",극악의 웨이팅! 어디에도 없는 독특한 국밥을 파는 집 + ???,C-htF8mWQeY
5,,,서울 중구 을지로3길 30,산불등심,,126.981504399751,37.5674234857838,,,,"['노포식당', '노포 맛집', '노포집', '노포 식당', '서울맛집', '서울 맛집', '서울먹방', '먹방데이트', '서울노포', '오래된 맛집', '오래된 집', '오래된 가게', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '서울 고기 맛집', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '부대찌개', '스테이크', '한우', '소고기', '등심', '다동', '무교동', '을지로 노포', '을지로 맛집']",엄청 비싼 가격인데 줄 서서 먹는다고!? 전국 최고가 된장찌개와 한우등심 전문점,v3d00Df1h70
6,,,서울 마포구 양화로3길 99-4 지하1층,형제심야식당,,126.910219552895,37.5533977791998,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '오마카세', '합정 맛집', '합정 심야식당', '심야식당', '망원 맛집', '합정역 맛집', '망원 심야식당', '망원동 맛집', '마포구 맛집', '코스 요리']",세상 어디에도 없는 미친 코스의 심야식당,nw3ZyVR_X0s
7,,,서울 강남구 테헤란로25길 9,청수횟집,,127.034964071105,37.501299180753,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '해산물 코스', '수산물 오마카세', '한국횟집', '횟집', '역삼동 맛집', '강남 맛집', '강남역 맛집']",아니 이런곳이!? 어디에도 공개되지 않은 살발한 횟집,tDuUG76QrzQ
8,,,서울 관악구 남부순환로 1835-26 재승빌딩,돈뼈락 연탄갈비,,126.954188030898,37.481000640587,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '삼겹살', '뼈삼겹', '연탄구이', '노포식당', '돼지갈비', '서울 돼지갈비', '서울 5대 돼지갈비', '관악구', '관악구 노포', '관악구 맛집', '봉천동 마집']",30년 내공의 희한한 삼겹살을 파는 연탄구이 집,RyHSrszNqEI
9,,,서울 동대문구 장한로27가길 28 1층 남도보쌈파전,남도보쌈파전,,127.071291169328,37.5743253947157,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '장안동', '장안동 맛집', '답십리 맛집', '답십리', '동대문구 맛집', '김치', '김치 맛집', '굴보쌈 맛집', '보쌈김치', '보쌈김치 맛집', '보쌈', '밑반찬 맛집', '밑반찬']",먹어본 보쌈김치 중 원톱! 꽁꽁 숨어 찾아가는 것도 힘든 레전드 맛집,k1cIO5eiSpg
10,,,서울 중랑구 중랑역로 34 1층,한국횟집,,127.076202532202,37.5970796029997,,,,"['가성비 맛집', '서울맛집', '서울 맛집', '서울 가성비 맛집', '서울먹방', '먹방데이트', '맛집 소개', '맛집 소개 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '술먹방', '가심비 맛집', '갓성비 맛집', '서울 가성비', '해산물 코스', '중랑구 맛집', '한국횟집', '오마카세', '수산물 오마카세', '중랑역 맛집']",진짜로 거짓말 아니고 역대급 미친 횟집,lXDm25tDxZY
11,,,서울 관악구 봉천로 605 102호,1. 오월의 김밥,,126.964603827591,37.4760911961869,,,,"['노포식당', '노포래퍼', '노포 맛집', '노포집', '노포 식당', '서울맛집', '서울 맛집', '서울먹방', '먹방데이트', '서울노포', '맛집소개', '맛집소개 유튜버', '맛집 유튜버', '서울 맛집 유튜버', '서울 맛집 소개', '술먹방', '가심비 맛집', '서울 가성비', '관악산 맛집', '과천 맛집', '관악구 맛집', '김밥 맛집', '서울 김밥 맛집', '서울 3대 김밥', '김밥 재료', '김밥', '낙성대역 맛집', '관악 맛집', '등산 맛집']",분위기 죽이는 야장!? 살다살다 이런 뜬금없는 곳의 맛집은 처음! 산악인 풀코스 맛집,BRzt1t170og
